,plant_name,plant_place,plant_grow_tmp_code,plant_grow_tmp,plant_req_sun,plant_manage_code,plant_manage,plant_water_spring_code,plant_water_spring,plant_water_summer_code,plant_water_summer,plant_water_autumn_code,plant_water_autumn,plant_water_winter_code,plant_water_winter,plant_soil,plant_humidity_code,plant_humidity
51,렉스베고니아,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,"중성 / 양질토, 모래",083002,40 ~ 70%
52,루모라고 사리,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089003,전문가,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,"산성, 중성 / 점토, 양질토",083003,70% 이상
53,루스커스,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,배수 잘 됨 / 모래,083002,40 ~ 70%
54,마란타 류코뉴라,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,"산성, 중성, 알칼리 / 양질토, 모래 / 건조한 토양",083002,40 ~ 70%
55,마삭줄,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,"산성, 중성, 알칼리성 / 점토, 양질토, 모래",083002,40 ~ 70%
56,만년청,"실내 어두운 곳 (실내깊이 500 이상cm),거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,"물빠짐이 좋은 토양 / 모래, 경석, 하이드로볼",083002,40 ~ 70%
57,만데빌라,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,"산성, 중성, 알칼리성 / 양질토, 모래 / 건조한토양",083002,40 ~ 70%
58,멕시 코소철,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,"산성, 중성, 알칼리성 / 양질토, 모래",083002,40 ~ 70%
59,멜라니 고무나무,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,"산성, 중성, 알칼리성 / 양질토, 모래 / 건조한토양",083002,40 ~ 70%
60,목베고니아,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,"중성(pH 6-7) / 모래, 식양토",083002,40 ~ 70%
61,몬스테라,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,"산성, 중성 / 양질토, 모래",083003,70% 이상
62,무늬관음죽,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,"산성, 중성 / 양질토, 모래 / 건조한토양",083002,40 ~ 70%
63,무늬마삭줄,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,"산성, 중성, 알칼리성 / 점토, 양질토, 모래 / 건조한토양",083002,40 ~ 70%
64,무늬벤자민고무나무,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,"산성, 중성, 알칼리성 / 양질토, 모래 / 건조하고 배수가 잘되는 토양",083002,40 ~ 70%
65,무늬산호수,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,산성 / 양질토 / 건조하고 배수가 잘되는 토양,083002,40 ~ 70%
66,무늬석창포,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053004,화분 흙 대부분 말랐을때 충분히 관수함,"산성, 중성 / 점토, 양질토, 모래",083002,40 ~ 70%
67,무늬쉐플레라'홍콩',"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,"산성, 중성, 알칼리성 / 양질토, 모래",083002,40 ~ 70%
68,무늬알피니아,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,,,,,,,,,,083002,40 ~ 70%
69,무늬유카,"발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,가볍고 건조한 토양,083002,40 ~ 70%
70,무늬접란,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,"산성, 중성, 알칼리성 / 양질토, 모래",083002,40 ~ 70%
71,무늬털머위,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,"양질토, 모래",083002,40 ~ 70%
72,무늬팻츠헤데라,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
73,무늬푸밀라고무나무,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
74,뮤렌베키아,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm)",082002,16~20℃,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux)",,,,,,,,,,,,083002,40 ~ 70%
75,바위취,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
76,박쥐란,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089003,전문가,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,,083002,40 ~ 70%
77,반딧불털머위,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,,083002,40 ~ 70%
78,백량금,"실내 어두운 곳 (실내깊이 500 이상cm),거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,,083002,40 ~ 70%
79,백정화,"발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
80,백화등,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",,,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,,083002,40 ~ 70%
81,벤자민고무나무,"거실 내측 (실내깊이 300~500cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,,083002,40 ~ 70%
82,벤자민고무나무 '킹',"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,,083002,40 ~ 70%
83,벵갈고무나무,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,,083002,40 ~ 70%
84,병솔나무,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
85,보스톤고사리,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm)",082002,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,,083003,70% 이상
86,봉의꼬리,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm)",082002,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",,,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,,083003,70% 이상
87,부겐빌레아,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),,083002,40 ~ 70%
88,브룬펠시아,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
89,브리세아,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,,083002,40 ~ 70%
90,비젯티접란,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
91,비타툼접란,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,포름알데히드,083001,40% 미만
92,산세베리아,"실내 어두운 곳 (실내깊이 500 이상cm),거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
93,산세베리아 '골든 하니',"실내 어두운 곳 (실내깊이 500 이상cm),거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
94,산호수,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm)",082002,16~20℃,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
95,삼색데코라고무나무,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
96,상록넉줄 고사리 '후마타',"실내 어두운 곳 (실내깊이 500 이상cm),거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,배수가 잘되는 토양이 좋다.,083003,70% 이상
97,새우란,"발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
98,석창포,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,,083002,40 ~ 70%
99,세네시오 라디칸스,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,,083001,40% 미만
100,세이프릿지 야자,"발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,,083002,40 ~ 70%
101,셀라기넬라,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",,,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,,083003,70% 이상
102,소철,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
103,소피아 고무나무,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
104,솔레이롤리아,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",,,053004,화분 흙 대부분 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
105,수박페페로미아,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
